step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
19,CASH_OUT,5428.83,C001393756,3775.25,0.0,C005412633,83372.18,0.0,0,0
433,CASH_OUT,23116.06,C004280582,61695.13,38579.06999999999,C000429922,193736.57,0.0,0,0
620,CASH_OUT,5418.29,C002219142,246330.64,240912.35,C006082097,100986.22,0.0,0,0
198,CASH_OUT,78081.89,C009644731,342531.35,264449.45999999996,C006344544,486408.34,0.0,0,0
90,PAYMENT,1749.8,C005812170,1778.97,29.170000000000073,C000241014,354351.68,0.0,0,0
193,PAYMENT,957.0,C006665582,165688.77,164731.77,C008965486,28371.69,0.0,0,0
737,PAYMENT,2818.04,C008973551,282073.25,279255.21,C006284043,408031.56,0.0,0,0
76,PAYMENT,8553.9,C008881469,4563.95,0.0,C004508135,320020.43,0.0,0,0
360,DEBIT,945.88,C007179750,477641.41,476695.52999999997,C008867300,149996.53,0.0,0,0
483,CASH_IN,13115.62,C007378784,115586.83,102471.21,C006502821,58370.71,0.0,0,0
659,PAYMENT,41427.94,C007284680,420208.1,378780.16,C004314196,305938.03,0.0,0,0
138,PAYMENT,1114.73,C008808720,157348.9,156234.16999999998,C003101105,230600.63,0.0,0,0
721,CASH_OUT,10293.35,C008407202,256589.08,246295.72999999998,C002492662,352400.89,0.0,0,0
212,TRANSFER,811.02,C000633042,294383.89,293572.87,C009838608,191834.03,0.0,0,0
710,CASH_OUT,15472.57,C007356449,26143.77,10671.2,C007600160,288881.06,0.0,0,0
412,TRANSFER,916.38,C007820706,466463.88,465547.5,C000363439,291633.02,0.0,0,0
737,DEBIT,37043.8,C003884408,318733.52,281689.72000000003,C003669600,15331.84,0.0,0,0
505,CASH_OUT,7232.12,C008412928,161244.29,154012.17,C000935537,139472.15,0.0,0,0
573,CASH_IN,2698.62,C002669754,82167.83,79469.21,C009637557,196560.53,0.0,0,0
586,PAYMENT,8808.36,C006236100,202896.95,194088.59000000003,C005475779,163377.13,0.0,0,0
258,CASH_OUT,1970.8,C004433584,194524.56,192553.76,C005130218,421694.11,0.0,0,0
628,PAYMENT,291.19,C006226874,399670.18,399378.99,C000369698,305386.26,0.0,0,0
410,TRANSFER,8217.52,C008081036,390345.63,382128.11,C003649325,496411.6,0.0,0,0
469,CASH_IN,2408.88,C007472375,200043.28,197634.4,C006796013,151745.89,0.0,0,0
172,CASH_IN,8488.19,C003301110,124446.95,115958.76,C007404768,214588.74,0.0,0,0
32,PAYMENT,2692.55,C009809633,499101.65,496409.10000000003,C007257181,445708.27,0.0,0,0
546,CASH_IN,7728.44,C004038484,418857.38,411128.94,C004489653,46245.06,0.0,0,0
210,PAYMENT,1207.92,C002604704,235819.49,234611.56999999998,C007818709,396477.41,0.0,0,0
509,PAYMENT,6366.11,C006442188,297333.43,290967.32,C008947385,109618.8,0.0,0,0
539,PAYMENT,10418.23,C002942993,252209.99,241791.75999999998,C005733457,302719.7,0.0,0,0
33,CASH_OUT,7884.67,C001068374,235463.57,227578.9,C006236384,442178.46,0.0,0,0
610,PAYMENT,4760.43,C000407704,63939.47,59179.04,C005535674,436324.34,0.0,0,0
393,CASH_IN,1542.98,C000000519,380532.41,378989.43,C000307680,204292.36,0.0,0,0
412,CASH_OUT,22498.21,C000021655,188323.47,165825.26,C007686690,73215.47,0.0,0,0
230,CASH_OUT,513.83,C009366350,266443.06,265929.23,C003378638,149404.14,0.0,0,0
77,PAYMENT,201.56,C000299004,267211.91,267010.35,C008922741,37727.96,0.0,0,0
258,PAYMENT,1110.25,C000984491,218658.39,217548.14,C000709128,384156.59,0.0,0,0
610,PAYMENT,266.14,C001593367,319225.86,318959.72,C008406199,368243.89,0.0,0,0
564,CASH_IN,9299.73,C009475738,342320.63,333020.9,C002646633,373616.13,0.0,0,0
585,PAYMENT,961.03,C005715327,57784.04,56823.01,C007325397,430593.2,0.0,0,0
502,CASH_OUT,8717.53,C005115022,48141.03,39423.5,C009820217,89274.85,0.0,0,0
181,PAYMENT,2562.18,C002327491,246111.02,243548.84,C002908558,92764.81,0.0,0,0
170,CASH_OUT,10337.57,C006944796,221136.44,210798.87,C006290939,140235.63,0.0,0,0
163,CASH_IN,1355.35,C009286739,2737.9,1382.5500000000002,C002134510,127271.9,0.0,0,0
113,PAYMENT,46367.52,C003465714,7827.95,0.0,C009885401,447834.89,0.0,0,0
480,PAYMENT,5538.47,C005956483,125681.1,120142.63,C004918322,26652.65,0.0,0,0
293,DEBIT,2648.75,C006995518,179407.55,176758.8,C005476655,289574.37,0.0,0,0
410,PAYMENT,403.81,C003192436,155231.98,154828.17,C001571572,450242.02,0.0,0,0
574,TRANSFER,9104.47,C007093103,39346.07,30241.6,C007613750,39861.49,0.0,0,0
254,PAYMENT,3006.16,C002615095,454471.42,451465.26,C004202635,440712.69,0.0,0,0
54,CASH_OUT,1387.43,C008782104,259757.82,258370.39,C006572892,380244.87,0.0,0,0
21,CASH_IN,2275.02,C003889506,53808.83,51533.810000000005,C000008134,64524.36,0.0,0,0
158,PAYMENT,32202.18,C000973208,94193.1,61990.920000000006,C006517151,229965.18,0.0,0,0
265,PAYMENT,9064.85,C000949975,188368.35,179303.5,C000098004,90466.91,0.0,0,0
488,PAYMENT,11639.22,C000180762,301711.7,290072.48000000004,C002153507,407924.51,0.0,0,0
631,PAYMENT,2468.85,C001650852,456199.6,453730.75,C001413572,295242.95,0.0,0,0
618,PAYMENT,3721.6,C007886667,426234.11,422512.51,C000876861,479104.37,0.0,0,0
524,PAYMENT,583.48,C008629688,304994.97,304411.49,C000991719,471152.55,0.0,0,0
288,PAYMENT,964.02,C005277170,443191.34,442227.32,C006726724,258813.78,0.0,0,0
174,PAYMENT,1328.63,C004644189,227716.29,226387.66,C005283606,397643.11,0.0,0,0
178,TRANSFER,257.4,C003305454,443537.83,443280.43,C007023362,471552.18,0.0,0,0
717,DEBIT,12459.94,C001454702,98774.83,86314.89,C003018650,465278.55,0.0,0,0
275,CASH_IN,477.13,C007271995,180553.83,180076.69999999998,C003911260,205368.67,0.0,0,0
166,CASH_OUT,1960.37,C002141190,184551.49,182591.12,C001759686,308284.63,0.0,0,0
284,PAYMENT,255.17,C005521708,312269.51,312014.34,C004875221,354181.6,0.0,0,0
493,TRANSFER,4206.74,C005485558,456985.62,452778.88,C002863720,5497.43,0.0,0,0
213,CASH_OUT,11508.04,C006985615,301222.97,289714.93,C005032539,115384.11,0.0,0,0
586,PAYMENT,1104.18,C002933763,240269.18,239165.0,C003286742,163550.56,0.0,0,0
266,PAYMENT,3701.06,C002757514,278167.47,274466.41,C000932531,429997.41,0.0,0,0
507,CASH_OUT,14496.05,C003655818,226980.88,212484.83000000002,C001191290,66922.73,0.0,0,0
285,CASH_IN,2583.34,C002379128,234632.16,232048.82,C007080676,39961.11,0.0,0,0
88,CASH_OUT,611.68,C009654590,64111.34,63499.659999999996,C001046150,120487.34,0.0,0,0
643,PAYMENT,2001.76,C006626313,268384.41,266382.64999999997,C006002642,181299.56,0.0,0,0
535,CASH_OUT,565.11,C005259851,318890.47,318325.36,C005373648,292405.79,0.0,0,0
261,CASH_OUT,1046.07,C007597202,345964.12,344918.05,C006914254,139745.24,0.0,0,0
550,PAYMENT,40138.85,C004492241,431097.15,390958.30000000005,C001495219,188389.63,0.0,0,0
652,CASH_IN,3285.75,C001250779,280577.63,277291.88,C009802387,282058.73,0.0,0,0
281,CASH_OUT,28258.4,C004241727,400190.42,371932.01999999996,C004384893,49727.27,0.0,0,0
306,PAYMENT,1100.39,C007293125,426975.27,425874.88,C008890376,40088.02,0.0,0,0
607,TRANSFER,1022.06,C008298138,461167.77,460145.71,C002699178,267651.89,0.0,0,0
647,CASH_IN,5225.9,C006078423,127066.6,121840.70000000001,C006176634,211026.49,0.0,0,0
588,CASH_OUT,3074.69,C009027775,428274.65,425199.96,C004318288,425913.31,0.0,0,0
51,CASH_OUT,1512.77,C008759392,260012.79,258500.02000000002,C007716547,311487.53,0.0,0,0
604,PAYMENT,3830.88,C004951721,226807.72,222976.84,C000980696,119228.88,0.0,0,0
595,CASH_IN,1263.72,C002226599,208386.93,207123.21,C009825295,83952.75,0.0,0,0
217,CASH_IN,12920.21,C002917894,13237.43,317.22000000000116,C007552189,203647.13,0.0,0,0
411,CASH_OUT,1248.81,C009436410,212778.31,211529.5,C003497353,40721.88,0.0,0,0
92,CASH_IN,2493.06,C007476702,342375.85,339882.79,C001869742,266877.6,0.0,0,0
92,CASH_IN,849.18,C009767538,24562.27,23713.09,C008698812,206555.68,0.0,0,0
514,CASH_IN,6062.53,C005948685,400931.04,394868.50999999995,C001681540,455083.17,0.0,0,0
479,PAYMENT,38773.0,C001123621,20274.24,0.0,C009040124,325079.34,0.0,0,0
391,PAYMENT,19424.98,C003654658,133113.34,113688.36,C001262496,224407.38,0.0,0,0
612,CASH_IN,7183.06,C005852376,182402.31,175219.25,C000326984,216088.81,0.0,0,0
342,PAYMENT,3188.7,C000752536,456891.4,453702.7,C008409890,24790.13,0.0,0,0
503,PAYMENT,2657.94,C000799894,85899.21,83241.27,C000267164,419448.51,0.0,0,0
527,PAYMENT,1378.52,C003891059,394508.44,393129.92,C003399761,387328.72,0.0,0,0
150,CASH_OUT,39718.79,C007944823,442920.59,403201.80000000005,C004692091,217305.79,0.0,0,0
332,PAYMENT,281.16,C008218353,15183.97,14902.81,C004871087,200170.9,0.0,0,0
243,PAYMENT,2447.7,C000053853,116887.92,114440.22,C008782734,120869.3,0.0,0,0
543,PAYMENT,11343.47,C009477947,45452.28,34108.81,C009450042,169390.34,0.0,0,0
1,CASH_IN,3164.41,C007002135,257892.05,254727.63999999998,C009346803,459870.22,0.0,0,0
602,CASH_OUT,454.53,C009002093,152277.53,151823.0,C007764938,253896.9,0.0,0,0
149,CASH_OUT,1512.2,C000379267,115480.01,113967.81,C003812274,235673.32,0.0,0,0
343,CASH_OUT,8590.21,C006845051,406488.95,397898.74,C008627253,314932.1,0.0,0,0
206,CASH_OUT,1687.59,C002819970,461432.66,459745.06999999995,C007192820,301881.62,0.0,0,0
425,CASH_OUT,691.69,C008868566,264602.62,263910.93,C002050140,100161.6,0.0,0,0
206,TRANSFER,2867.37,C009583979,254036.51,251169.14,C002450413,339578.65,0.0,0,0
356,CASH_IN,1119.93,C007709288,399823.48,398703.55,C000177218,77802.01,0.0,0,0
42,PAYMENT,30763.31,C000458027,370224.3,339460.99,C008750113,116173.62,0.0,0,0
211,DEBIT,1306.04,C002136338,299395.59,298089.55000000005,C004767468,381093.28,0.0,0,0
341,TRANSFER,27333.37,C006682334,282895.03,255561.66000000003,C000961374,170765.77,0.0,0,0
472,CASH_OUT,489.74,C000898694,88851.16,88361.42,C009941958,354188.27,0.0,0,0
412,PAYMENT,2132.22,C007053965,69071.22,66939.0,C002387884,27164.12,0.0,0,0
348,PAYMENT,14814.66,C002237199,300083.97,285269.31,C006506394,180506.78,0.0,0,0
678,PAYMENT,1282.22,C000471710,384706.49,383424.27,C000949469,486944.19,0.0,0,0
166,CASH_OUT,9575.25,C008485943,389435.63,379860.38,C008289006,380565.59,0.0,0,0
133,CASH_OUT,2878.87,C005139593,320471.58,317592.71,C005641283,172860.59,0.0,0,0
392,CASH_OUT,16150.14,C005365273,66757.68,50607.53999999999,C007385475,176824.13,0.0,0,0
400,CASH_OUT,4535.08,C004211375,122855.9,118320.81999999999,C002038923,93523.57,0.0,0,0
453,PAYMENT,3487.87,C003063883,279821.23,276333.36,C003018802,364216.65,0.0,0,0
347,CASH_IN,5811.72,C005604260,104736.55,98924.83,C003180547,108408.3,0.0,0,0
691,TRANSFER,5940.38,C001377417,323774.77,317834.39,C008250338,56736.28,0.0,0,0
582,CASH_IN,335.44,C001771132,337223.39,336887.95,C009320434,30373.85,0.0,0,0
585,CASH_IN,409.04,C006702649,475640.27,475231.23000000004,C008646569,265976.45,0.0,0,0
244,CASH_OUT,1041.5,C003150715,154064.8,153023.3,C005075303,338395.57,0.0,0,0
150,PAYMENT,3465.69,C005164178,2848.63,0.0,C001190601,406793.46,0.0,0,0
712,CASH_OUT,4014.65,C002321252,289864.55,285849.89999999997,C007077434,293008.43,0.0,0,0
144,PAYMENT,2438.92,C007399485,23505.59,21066.67,C004208886,465756.83,0.0,0,0
496,PAYMENT,19682.69,C009348746,251714.25,232031.56,C007417552,262917.1,0.0,0,0
675,PAYMENT,3903.81,C008077628,390320.46,386416.65,C005503441,171666.24,0.0,0,0
449,PAYMENT,85950.84,C007987415,421962.46,336011.62,C005822653,320310.52,0.0,0,0
720,PAYMENT,1440.17,C006232635,129423.48,127983.31,C006437192,126607.88,0.0,0,0
389,TRANSFER,2688.45,C001765168,300352.61,297664.16,C007048736,388077.4,0.0,0,0
367,CASH_OUT,7732.15,C006541149,446467.07,438734.92,C009990399,171747.87,0.0,0,0
663,CASH_IN,9723.56,C008427140,279417.63,269694.07,C004229583,170687.35,0.0,0,0
638,CASH_OUT,4423.88,C001400517,26276.53,21852.649999999998,C003719917,136517.51,0.0,0,0
342,PAYMENT,287.03,C005355532,109339.63,109052.6,C001283423,312192.27,0.0,0,0
322,CASH_OUT,2016.08,C002039517,343832.73,341816.64999999997,C007598996,499728.0,0.0,0,0
425,PAYMENT,5273.2,C005862080,463513.7,458240.5,C004982018,207227.93,0.0,0,0
228,CASH_IN,1685.17,C005901350,160614.88,158929.71,C005120322,238114.74,0.0,0,0
14,PAYMENT,4722.57,C005628723,446911.46,442188.89,C006625488,102753.99,0.0,0,0
338,CASH_IN,1978.78,C002443586,427229.9,425251.12,C003183987,363151.0,0.0,0,0
435,PAYMENT,20172.93,C005890930,468816.55,448643.62,C009229036,442083.77,0.0,0,0
307,PAYMENT,9050.02,C007230500,113501.38,104451.36,C001129002,254193.82,0.0,0,0
56,PAYMENT,675.68,C003494060,338503.93,337828.25,C000230278,315824.38,0.0,0,0
254,PAYMENT,2975.72,C002577270,205648.75,202673.03,C006650248,304344.82,0.0,0,0
612,CASH_OUT,2054.04,C008105528,208991.29,206937.25,C003157765,104029.89,0.0,0,0
180,CASH_OUT,621.23,C009162044,426710.96,426089.73000000004,C000892049,66563.18,0.0,0,0
79,CASH_IN,3017.23,C007630489,122115.77,119098.54000000001,C001154638,271450.69,0.0,0,0
339,CASH_IN,2148.81,C003504421,127270.07,125121.26000000001,C006257966,350810.5,0.0,0,0
277,DEBIT,5889.53,C004716453,44358.83,38469.3,C007161166,198901.34,0.0,0,0
104,PAYMENT,4515.9,C001728531,430752.97,426237.06999999995,C000512832,186317.29,0.0,0,0
601,CASH_OUT,5341.93,C001552098,466198.93,460857.0,C006251074,450993.42,0.0,0,0
708,CASH_IN,89.93,C004817862,411307.23,411217.3,C006976331,74110.66,0.0,0,0
599,PAYMENT,164.77,C006195030,414054.17,413889.39999999997,C003937171,22497.98,0.0,0,0
516,TRANSFER,28441.2,C005157785,492886.21,464445.01,C005235016,376546.76,0.0,0,0
330,PAYMENT,1258.97,C006404346,427172.97,425914.0,C004341862,349205.23,0.0,0,0
465,CASH_OUT,858.17,C009339167,319937.87,319079.7,C006860089,367541.25,0.0,0,0
116,PAYMENT,3378.83,C009950847,96831.65,93452.81999999999,C007107918,102704.42,0.0,0,0
616,CASH_OUT,3737.46,C009958711,140170.25,136432.79,C000938535,463.94,0.0,0,0
206,PAYMENT,3551.91,C008998522,430740.64,427188.73000000004,C005955707,80362.47,0.0,0,0
461,PAYMENT,13650.48,C005392872,1336.4,0.0,C003343082,8608.32,0.0,0,0
415,CASH_OUT,27569.53,C003311376,385425.42,357855.89,C009791364,395837.37,0.0,0,0
660,PAYMENT,10321.75,C003464691,417658.31,407336.56,C001582774,123396.06,0.0,0,0
1,DEBIT,1043.05,C001860503,352028.87,350985.82,C008948007,265148.84,0.0,0,0
574,CASH_IN,302.86,C006545532,15734.4,15431.539999999999,C005838112,226230.98,0.0,0,0
624,PAYMENT,8133.22,C000336989,153291.55,145158.33,C004994171,290592.3,0.0,0,0
610,PAYMENT,8000.48,C004676105,201700.13,193699.65,C004386784,4219.9,0.0,0,0
122,CASH_OUT,2424.19,C001494585,295294.33,292870.14,C000014690,244937.11,0.0,0,0
179,PAYMENT,1174.09,C001535566,93146.21,91972.12000000001,C002462809,443921.06,0.0,0,0
87,PAYMENT,1898.1,C002284119,401785.05,399886.95,C003440599,149011.55,0.0,0,0
629,CASH_OUT,9933.82,C008443978,190203.06,180269.24,C004863862,140893.98,0.0,0,0
682,PAYMENT,2163.99,C004778600,294660.99,292497.0,C009668566,358739.99,0.0,0,0
57,CASH_IN,83487.74,C009463565,8236.54,0.0,C005208777,375694.77,0.0,0,0
453,DEBIT,3361.63,C002451023,485514.1,482152.47,C004239631,121947.14,0.0,0,0
63,CASH_OUT,425.38,C004368213,108430.43,108005.04999999999,C008285550,496927.34,0.0,0,0
430,DEBIT,4658.01,C002016773,75890.2,71232.19,C000661515,492880.84,0.0,0,0
733,CASH_OUT,7183.52,C006509467,460538.28,453354.76,C000842618,303760.95,0.0,0,0
416,DEBIT,7078.42,C000488835,148641.49,141563.06999999998,C005028572,141537.18,0.0,0,0
180,DEBIT,564.82,C007046715,476745.29,476180.47,C008528722,69064.27,0.0,0,0
665,PAYMENT,18276.5,C000952262,296963.91,278687.41,C002324322,216148.12,0.0,0,0
512,CASH_IN,986.84,C003343211,183290.23,182303.39,C005892777,148385.64,0.0,0,0
501,PAYMENT,1178.17,C005343034,5975.52,4797.35,C001043985,461804.01,0.0,0,0
496,PAYMENT,6102.41,C004284401,69457.78,63355.369999999995,C000430180,362065.04,0.0,0,0
468,CASH_IN,1636.44,C000767454,159062.38,157425.94,C008717778,83150.91,0.0,0,0
686,PAYMENT,86641.86,C004273510,127065.35,40423.490000000005,C005602088,133170.1,0.0,0,0
494,CASH_IN,4833.63,C007229325,128848.12,124014.48999999999,C000185528,29477.25,0.0,0,0
359,PAYMENT,12644.01,C008179969,14018.5,1374.4899999999998,C004409659,43408.8,0.0,0,0
181,PAYMENT,697.07,C000491112,324992.82,324295.75,C008994538,363839.97,0.0,0,0
171,CASH_OUT,900.83,C004881252,434433.19,433532.36,C006617026,211632.49,0.0,0,0
532,PAYMENT,13698.57,C007910300,65794.66,52096.090000000004,C003598886,314669.9,0.0,0,0
159,PAYMENT,2467.33,C005103244,401507.64,399040.31,C009806823,44288.51,0.0,0,0
455,CASH_OUT,1977.4,C000075372,340290.18,338312.77999999997,C007247664,292421.85,0.0,0,0
521,CASH_IN,3738.99,C001956157,385083.5,381344.51,C007707837,476791.77,0.0,0,0
60,CASH_IN,1940.73,C000865141,400573.34,398632.61000000004,C000947387,61799.12,0.0,0,0
396,DEBIT,8207.07,C000664068,64391.29,56184.22,C009173852,23963.39,0.0,0,0
219,PAYMENT,936.25,C009075551,256401.17,255464.92,C000852928,18768.79,0.0,0,0
738,CASH_OUT,262.46,C005430494,272148.99,271886.52999999997,C009777218,417043.9,0.0,0,0
127,DEBIT,727.56,C007475725,421332.56,420605.0,C002437709,310822.02,0.0,0,0
682,CASH_IN,6899.0,C003518877,293664.35,286765.35,C001570007,105470.34,0.0,0,0
602,PAYMENT,6437.4,C000047831,219329.68,212892.28,C003498859,262286.86,0.0,0,0
426,CASH_IN,2331.38,C006607319,256461.9,254130.52,C005191993,404954.76,0.0,0,0
208,TRANSFER,34917.6,C004426237,223325.92,188408.32,C009011434,228541.27,0.0,0,0
568,CASH_IN,1103.04,C004389558,485346.9,484243.86000000004,C001883894,23564.68,0.0,0,0
14,PAYMENT,1044.45,C008911772,89831.02,88786.57,C006617177,241058.22,0.0,0,0
452,CASH_IN,9101.69,C003577031,62035.46,52933.77,C007508709,408724.7,0.0,0,0
162,PAYMENT,4179.56,C002458830,148719.37,144539.81,C007599029,318444.21,0.0,0,0
125,PAYMENT,6566.31,C003961069,271559.25,264992.94,C004426623,448237.42,0.0,0,0
436,CASH_IN,110.65,C008563304,239664.51,239553.86000000002,C008756091,146147.13,0.0,0,0
212,TRANSFER,323.47,C006220565,177242.34,176918.87,C003640346,393331.66,0.0,0,0
453,PAYMENT,1828.91,C001462871,389821.62,387992.71,C006540610,435976.72,0.0,0,0
310,TRANSFER,1466.31,C001336075,13763.99,12297.68,C007422761,67368.13,0.0,0,0
69,CASH_OUT,3530.02,C003169534,302142.82,298612.8,C007149884,209760.94,0.0,0,0
23,PAYMENT,9459.62,C003696849,437544.57,428084.95,C009068601,328665.87,0.0,0,0
514,CASH_OUT,200816.69,C000977693,374068.07,173251.38,C006353682,313024.8,0.0,0,0
263,PAYMENT,558.04,C007566820,299619.78,299061.74000000005,C000155814,168689.65,0.0,0,0
368,PAYMENT,1488.63,C006832290,253620.62,252131.99,C007129401,145439.21,0.0,0,0
227,PAYMENT,2730.57,C004165163,435787.46,433056.89,C005071386,388004.14,0.0,0,0
295,PAYMENT,1788.73,C005691050,305670.6,303881.87,C006544907,62838.07,0.0,0,0
726,CASH_OUT,143.44,C007173617,427167.47,427024.02999999997,C003274440,176432.75,0.0,0,0
567,CASH_IN,798.96,C000674910,76358.95,75559.98999999999,C000165995,233776.8,0.0,0,0
473,PAYMENT,4474.65,C008499821,305039.68,300565.02999999997,C004432405,72244.33,0.0,0,0
625,PAYMENT,4898.38,C003829374,346226.44,341328.06,C001324031,375858.13,0.0,0,0
516,PAYMENT,18396.4,C005320657,156951.57,138555.17,C006131161,218190.15,0.0,0,0
282,PAYMENT,2225.43,C001130626,195345.72,193120.29,C006796162,405068.82,0.0,0,0
459,PAYMENT,2208.08,C003355615,158765.59,156557.51,C007121375,407095.18,0.0,0,0
495,PAYMENT,5330.95,C009189319,231143.65,225812.69999999998,C000355870,137224.0,0.0,0,0
445,PAYMENT,1203.14,C002674270,420954.87,419751.73,C001577993,249453.06,0.0,0,0
385,CASH_IN,200.27,C004971183,73896.57,73696.3,C007932363,239356.25,0.0,0,0
213,CASH_IN,4927.02,C007687385,477582.41,472655.38999999996,C003709432,41542.09,0.0,0,0
529,PAYMENT,9721.93,C003957460,198000.37,188278.44,C001516774,253208.99,0.0,0,0
547,CASH_OUT,9637.13,C005754208,222325.73,212688.6,C001508392,356658.91,0.0,0,0
601,TRANSFER,516.46,C007392819,493787.6,493271.13999999996,C003648702,210755.23,0.0,0,0
670,CASH_OUT,7163.87,C006471852,91291.55,84127.68000000001,C006192564,399399.23,0.0,0,0
401,CASH_IN,19810.41,C007674746,83209.42,63399.009999999995,C000031436,202971.79,0.0,0,0
627,PAYMENT,2343.08,C006388530,114210.67,111867.59,C006430680,350601.87,0.0,0,0
283,PAYMENT,6451.58,C001001330,213938.24,207486.66,C001680994,384261.54,0.0,0,0
18,TRANSFER,138.66,C002398601,291760.56,291621.9,C005114923,246979.75,0.0,0,0
499,CASH_OUT,173405.77,C005616082,108485.84,0.0,C007248081,126127.79,0.0,0,0
247,TRANSFER,1095.39,C009185258,236978.4,235883.00999999998,C002999495,105156.33,0.0,0,0
627,PAYMENT,6277.73,C007653720,230554.33,224276.59999999998,C006141768,452800.77,0.0,0,0
94,PAYMENT,22983.11,C004455262,123778.49,100795.38,C006504914,297243.74,0.0,0,0
97,DEBIT,812.66,C009022010,55648.32,54835.659999999996,C006608336,377719.53,0.0,0,0
87,CASH_IN,1878.45,C001876157,314502.53,312624.08,C000678229,238180.0,0.0,0,0
433,PAYMENT,1560.0,C007767768,188954.35,187394.35,C007154113,276310.21,0.0,0,0
457,CASH_IN,1313.74,C005647813,137325.76,136012.02000000002,C005999570,129722.36,0.0,0,0
230,CASH_OUT,3863.21,C007355629,214506.66,210643.45,C007074497,10838.8,0.0,0,0
3,CASH_OUT,34540.46,C009454449,174212.77,139672.31,C008281563,37630.19,0.0,0,0
116,PAYMENT,5932.97,C005045669,445622.81,439689.84,C007995215,82476.18,0.0,0,0
23,CASH_IN,4006.38,C009387825,227598.66,223592.28,C009322276,187172.16,0.0,0,0
140,CASH_OUT,1474.25,C001574018,105016.63,103542.38,C001546984,494986.26,0.0,0,0
483,CASH_IN,1822.99,C000212391,489398.13,487575.14,C001852887,132595.55,0.0,0,0
358,PAYMENT,1489.24,C003285456,456263.47,454774.23,C003393051,22759.8,0.0,0,0
264,TRANSFER,4578.57,C002160014,86935.84,82357.26999999999,C003335924,412960.09,0.0,0,0
706,CASH_OUT,3182.56,C006686006,177727.25,174544.69,C007843976,37984.26,0.0,0,0
413,CASH_OUT,14287.87,C006545587,450940.52,436652.65,C006941991,365092.73,0.0,0,0
481,PAYMENT,78106.7,C003977005,481956.15,403849.45,C000049180,21432.62,0.0,0,0
141,CASH_OUT,17165.84,C008298221,376534.34,359368.5,C002160602,399191.56,0.0,0,0
222,CASH_OUT,2602.61,C000668645,150047.27,147444.66,C001943981,42979.97,0.0,0,0
498,PAYMENT,10246.67,C006668472,311731.95,301485.28,C009153854,290831.44,0.0,0,0
163,PAYMENT,52717.83,C009357508,135300.17,82582.34000000001,C002163271,301111.16,0.0,0,0
489,PAYMENT,250.73,C006838685,275037.34,274786.61000000004,C009586532,464109.25,0.0,0,0
442,CASH_IN,2514.93,C009240770,7586.64,5071.710000000001,C007794874,89579.65,0.0,0,0
615,CASH_IN,52961.06,C004739372,278855.93,225894.87,C000943897,395964.84,0.0,0,0
404,CASH_IN,17051.55,C007502441,447960.01,430908.46,C008342620,189550.3,0.0,0,0
460,CASH_OUT,3377.26,C006963505,275773.79,272396.52999999997,C008048302,303106.3,0.0,0,0
101,PAYMENT,4726.32,C001301210,319324.82,314598.5,C007918011,483088.69,0.0,0,0
117,PAYMENT,3316.06,C001904174,191430.51,188114.45,C007150519,441616.36,0.0,0,0
328,CASH_IN,1926.37,C009525994,106202.03,104275.66,C007021407,150828.78,0.0,0,0
311,PAYMENT,3275.67,C007523672,4088.47,812.7999999999997,C005555550,432308.48,0.0,0,0
299,CASH_OUT,1485.33,C008023703,431194.1,429708.76999999996,C009798674,406437.88,0.0,0,0
615,TRANSFER,5903.7,C000631092,141640.1,135736.4,C000133070,91548.66,0.0,0,0
700,CASH_OUT,523.8,C000112330,419519.26,418995.46,C008753189,116034.51,0.0,0,0
163,PAYMENT,17925.85,C004118106,319368.59,301442.74000000005,C003074657,214469.64,0.0,0,0
642,CASH_IN,993.4,C009810648,453969.22,452975.81999999995,C005952049,175065.23,0.0,0,0
63,PAYMENT,1801.79,C009524265,284464.3,282662.51,C003476553,1945.24,0.0,0,0
25,PAYMENT,661.13,C009581789,426363.67,425702.54,C008570497,47114.51,0.0,0,0
411,CASH_IN,1377.24,C008455132,51060.77,49683.53,C002866240,106612.86,0.0,0,0
152,DEBIT,1408.21,C005279786,474386.97,472978.75999999995,C002249097,347483.35,0.0,0,0
355,CASH_IN,6179.19,C004491789,221547.57,215368.38,C002259349,333329.16,0.0,0,0
701,CASH_OUT,3049.52,C005784331,439517.38,436467.86,C004177474,440012.19,0.0,0,0
16,PAYMENT,1217.68,C007634749,157785.26,156567.58000000002,C004346139,316913.88,0.0,0,0
466,PAYMENT,6746.24,C004441489,487175.25,480429.01,C007011053,63035.01,0.0,0,0
642,CASH_IN,750.22,C006931032,346915.92,346165.7,C004594337,259186.45,0.0,0,0
371,CASH_OUT,22053.74,C001634676,74724.87,52671.12999999999,C001033375,318964.59,0.0,0,0
47,CASH_OUT,3139.82,C001711140,266162.33,263022.51,C001951927,324964.34,0.0,0,0
52,DEBIT,401.63,C006920045,326042.59,325640.96,C001525526,89934.26,0.0,0,0
19,PAYMENT,12169.28,C001314621,190963.94,178794.66,C004616644,436391.51,0.0,0,0
182,PAYMENT,2521.42,C007854137,163697.1,161175.68,C007935853,72144.99,0.0,0,0
704,CASH_OUT,896.45,C000314887,336735.69,335839.24,C007367916,441006.71,0.0,0,0
605,CASH_IN,5338.08,C000043371,464367.1,459029.01999999996,C005668715,361486.73,0.0,0,0
